-;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl
46;Darminjos 1992;pulau tu dijadiin rumah buat warga yg gak punya rumah dijakarta ,biar punya rumah yg layak ,gak seperti di kolong jembatan;UgzCkNzVyNxEPHmhfrd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzCkNzVyNxEPHmhfrd4AaABAg;2020-09-06 10:09:33;0;pulau tu dijadiin rumah buat warga yg gak punya rumah dijakarta ,biar punya rumah yg layak ,gak seperti di kolong jembatan;http://www.youtube.com/channel/UCkHGiYvOqtDuyVFT8leydWQ
47;Hasan Botak;Lebih baik pulau reklamasi jadi hutan kota...untuk membendung abrasi dan penurunan tanah jakarta...;UgymEAKK1jPle89KQxJ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgymEAKK1jPle89KQxJ4AaABAg;2020-09-06 06:49:55;0;Lebih baik pulau reklamasi jadi hutan kota...untuk membendung abrasi dan penurunan tanah jakarta...;http://www.youtube.com/channel/UCYfeQRROenWHJnZbdWtK1CQ
48;King Zein;Wajib miliki kawasan ini tempat tinggalnya para sultan utara;UgyOP_G6-Peu0Bfsn154AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyOP_G6-Peu0Bfsn154AaABAg;2020-08-20 17:02:43;0;Wajib miliki kawasan ini tempat tinggalnya para sultan utara;http://www.youtube.com/channel/UCB2_xxoQQoc6sTQ9pdU_rVg
49;Edi Liono;Sayang sekali reklamasinya tidak di lanjutkan,, padahal kalau sudah jadi tentu akan banyak menyediakan lapangan kerja,,,, politik nya ngeri...;Ugy5nQQDWRba-BtjOVh4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy5nQQDWRba-BtjOVh4AaABAg;2020-08-15 04:59:22;0;Sayang sekali reklamasinya tidak di lanjutkan,, padahal kalau sudah jadi tentu akan banyak menyediakan lapangan kerja,,,, politik nya ngeri...;http://www.youtube.com/channel/UCkDsf-_55sRRGfQXz1mbaKg
50;Mohamad Syarief Ayoub;Salam 2 Periode pak Anis ??;UgwHK-OM2pHW_jIsut54AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwHK-OM2pHW_jIsut54AaABAg;2020-08-11 02:21:55;0;Salam 2 Periode pak Anis ??;http://www.youtube.com/channel/UCF9IHPPwWKCDyCHf5cm1GGw
51;anonym ajah;tenang sodara2.... ini kan proyek sdh lama. seperti tahun2 sebelumnya, skrg msh digodok oleh pihak2 berkepentingan.;UgwSoOVU7jcBDNwSIyZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwSoOVU7jcBDNwSIyZ4AaABAg;2020-07-23 20:11:30;0;tenang sodara2.... ini kan proyek sdh lama. seperti tahun2 sebelumnya, skrg msh digodok oleh pihak2 berkepentingan.;http://www.youtube.com/channel/UCHSjrZ5W6WE_u-g8l987hlg
52;Airakaz Adnawri;masterplan pulau reklamasi dulu itu buat wajah perairan kita tidak kumuh, perairan di antara pulau reklamasi perlahan di konservasi dan juga ada rencana penjernihan air sampai destilasi untuk air minum. proyeksi lapangan pekerjaan baru melimpah, (bisnis kuliner, jasa, pariwisata, proyeksi pendapat pajak tiap tahunnya membludah. fasum fasos kompensasi reklamsi dapat, nelayan bisa dapet rusun dan daerah tangkapan ikan jadi lebih ke utara dmn perairan masih lebih bersih, di banding daerah perairan yg d reklamsi yg udh gak layak pancing dan kadar merkuru tinggi. tapi sekarang jadi apa? pantai gratis? udh itu aja. dan semua bersorak karena katanya berhasil mencegah pulau reklamasi di tempati china. -__- gw sih bilang cm berhasil mencegah tu properi di beli aja, sama mencegah jakarta lebih maju. kalo di beli jg cm HGB kok, kalo gak ada peran pribumi mah gak akan mungkin bisa jadi SHM, tuh liat di lombok bule2 ngawinin cewe lokal buat bisa beli tanah dan kuasaiin tanah di sana, penghiatnatnya ya pribumi sendiri.;UgyBwkLWn8ECsG01b9t4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyBwkLWn8ECsG01b9t4AaABAg;2020-07-19 03:36:02;0;masterplan pulau reklamasi dulu itu buat wajah perairan kita tidak kumuh, perairan di antara pulau reklamasi perlahan di konservasi dan juga ada rencana penjernihan air sampai destilasi untuk air minum. proyeksi lapangan pekerjaan baru melimpah, (bisnis kuliner, jasa, pariwisata, proyeksi pendapat pajak tiap tahunnya membludah. fasum fasos kompensasi reklamsi dapat, nelayan bisa dapet rusun dan daerah tangkapan ikan jadi lebih ke utara dmn perairan masih lebih bersih, di banding daerah perairan yg d reklamsi yg udh gak layak pancing dan kadar merkuru tinggi. tapi sekarang jadi apa? pantai gratis? udh itu aja. dan semua bersorak karena katanya berhasil mencegah pulau reklamasi di tempati china. -__- gw sih bilang cm berhasil mencegah tu properi di beli aja, sama mencegah jakarta lebih maju. kalo di beli jg cm HGB kok, kalo gak ada peran pribumi mah gak akan mungkin bisa jadi SHM, tuh liat di lombok bule2 ngawinin cewe lokal buat bisa beli tanah dan kuasaiin tanah di sana, penghiatnatnya ya pribumi sendiri.;http://www.youtube.com/channel/UCGiEgRoUcR0mArRoyaahuxA
53;Fdy Meraukechannel;Saya punya saran... SEBAIKNYA PULAU REKLAMASI DIBANGUN MENGGUNAKAN SAMPAH DI JAKARTA YG SDH DI HANCURKAN ... Gunakanlah hal yg tdk menyebabkan kerusakan lingkungan.. Kalo tanah bisa buat Jakarta semakin turun permukaan tanahnya Contohi Singapore..;UgzNON39V6tyeSNBJ7N4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzNON39V6tyeSNBJ7N4AaABAg;2020-07-14 04:32:15;0;Saya punya saran... SEBAIKNYA PULAU REKLAMASI DIBANGUN MENGGUNAKAN SAMPAH DI JAKARTA YG SDH DI HANCURKAN ... Gunakanlah hal yg tdk menyebabkan kerusakan lingkungan.. Kalo tanah bisa buat Jakarta semakin turun permukaan tanahnya Contohi Singapore..;http://www.youtube.com/channel/UCtwLInqOngsdQjfEsXONGNQ
54;Nadif el messi;Sadar broo.. Kita di jajah cina bro... Begok amat sih;UgwoUI5g7dmEWUu6jvV4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwoUI5g7dmEWUu6jvV4AaABAg;2020-07-13 02:45:54;0;Sadar broo.. Kita di jajah cina bro... Begok amat sih;http://www.youtube.com/channel/UCH-NYB-IKUW00sWR97_xvoQ
55;Jamal ludin;Ayo Gub. Anis lanjutkan dan izinkan reklamasi karena menguntungkan! Jgn dengar mereka yg menolak reklamasi karena munafik??????????;Ugwa2NCj_xZ4UxkF1kZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugwa2NCj_xZ4UxkF1kZ4AaABAg;2020-07-06 19:02:12;0;Ayo Gub. Anis lanjutkan dan izinkan reklamasi karena menguntungkan! Jgn dengar mereka yg menolak reklamasi karena munafik??????????;http://www.youtube.com/channel/UCnOCDhNUYGq1Zswc1Zdwm8w
56;Luqman Seno;https://youtu.be/TwcwRgrSufY Pulau Reklamasi Jakarta Juni 2020;UgylN1XrNstuW2MNBih4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgylN1XrNstuW2MNBih4AaABAg;2020-06-11 02:05:53;0;https://youtu.be/TwcwRgrSufY Pulau Reklamasi Jakarta Juni 2020;http://www.youtube.com/channel/UCCUNycQ7lOVG0DYaTIUUFIQ
57;Velika Vernanda;Update lagi dong kondisi terkini reklamasi pulau;Ugx9gouVkfAAE3ocgGh4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugx9gouVkfAAE3ocgGh4AaABAg;2020-06-04 19:58:05;0;Update lagi dong kondisi terkini reklamasi pulau;http://www.youtube.com/channel/UCNY09fYTxJ5-c6HMc509t0Q
58;Fathur R;Buat apa bangun pulau di jakarta toh habus ini jakarta tenggelam wkwkwk;UgzVxf7VbzIkytRZvb94AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzVxf7VbzIkytRZvb94AaABAg;2020-06-01 13:54:32;0;Buat apa bangun pulau di jakarta toh habus ini jakarta tenggelam wkwkwk;http://www.youtube.com/channel/UCq1hphYi_BlqE6kUSDG3vhw
59;Uyo Suryo;pendapatan negara berapa tuh, hanya orang goblok yang gak suka.;UgxSRs-ZxjAF9F_1tpF4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxSRs-ZxjAF9F_1tpF4AaABAg;2020-05-10 13:03:55;0;pendapatan negara berapa tuh, hanya orang goblok yang gak suka.;http://www.youtube.com/channel/UCw3YeBCsWcqMH7dRkY7HlPw
60;Ririn Wiej;Knp gak dilanjutin aj reklamasinya klo melihat jakarta skr 2020 banjir gak udah udah, kn sayang klo dianggurin.;Ugy5aLcVpYMy-CdijcV4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy5aLcVpYMy-CdijcV4AaABAg;2020-02-29 12:35:36;0;Knp gak dilanjutin aj reklamasinya klo melihat jakarta skr 2020 banjir gak udah udah, kn sayang klo dianggurin.;http://www.youtube.com/channel/UC1E3K54BLFrGD2uKAFh8kTQ
61;Istana jati furniture Indonesia;Untuk ibu kota jangan di pindah ke kalimantan ( di dalem kota reklamasi jakarta aja ) biar pengeluran negara tidak terlalu bayak hutang ( kasian masyarakat yang di bebani hutang negara;Ugz86SaK-MCUGxb68kx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugz86SaK-MCUGxb68kx4AaABAg;2020-02-21 12:06:42;0;Untuk ibu kota jangan di pindah ke kalimantan ( di dalem kota reklamasi jakarta aja ) biar pengeluran negara tidak terlalu bayak hutang ( kasian masyarakat yang di bebani hutang negara;http://www.youtube.com/channel/UCOuorn6jp7DNdSkNd1J8KVw
62;Istana jati furniture Indonesia;Tolong pulo reklamasi di bikin bentuk garuda indonesi Biar keren Kalo di lihat dari bulan;UgxE-8IQ8arMQImSJJt4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxE-8IQ8arMQImSJJt4AaABAg;2020-02-21 12:02:16;0;Tolong pulo reklamasi di bikin bentuk garuda indonesi Biar keren Kalo di lihat dari bulan;http://www.youtube.com/channel/UCOuorn6jp7DNdSkNd1J8KVw
63;RH.EDITOR;Indonesia sebenar nya sangat luwas bila negara ini kepuloan disatukan dengan pulau reklamasi... Keuntungan... Bikin proyek dengan eropa dan amerika latin mungkin bisa bikin mata uang asia golden raja matauang kenapa... Karena pulau dusatukan dan proyek izin warga negara mancanegara berbisnis dan bisa di bentuk rapi karena sektor sektor sudah dintentukan. Sektor industri... Pertanian... Peternakan. Pengobatan bisa lebih maju dari uni eropa bila cerdas;Ugy3ljgJLe9bMCu_mUN4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy3ljgJLe9bMCu_mUN4AaABAg;2020-01-25 07:20:53;0;Indonesia sebenar nya sangat luwas bila negara ini kepuloan disatukan dengan pulau reklamasi... Keuntungan... Bikin proyek dengan eropa dan amerika latin mungkin bisa bikin mata uang asia golden raja matauang kenapa... Karena pulau dusatukan dan proyek izin warga negara mancanegara berbisnis dan bisa di bentuk rapi karena sektor sektor sudah dintentukan. Sektor industri... Pertanian... Peternakan. Pengobatan bisa lebih maju dari uni eropa bila cerdas;http://www.youtube.com/channel/UC3n2nCSIgQ6u--atuJOEyXg
64;Yuni Tia;MOTTO dari setiap pembangunan adalah harus ada yang tersingkir atau menyingkir.;Ugy-T4dlKqjHuW42liN4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy-T4dlKqjHuW42liN4AaABAg;2019-11-26 05:43:14;0;MOTTO dari setiap pembangunan adalah harus ada yang tersingkir atau menyingkir.;http://www.youtube.com/channel/UCrWZgxQfU2hsNXrefGQZSXw
65;Kahar Adv;Padahal seluruh dunia tahu permukaan air di pesisir jkt terus naik tp kalau reklamasi kan jd daratan tinggi;Ugxoi2jjR2CYB2TxbRF4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugxoi2jjR2CYB2TxbRF4AaABAg;2019-11-21 19:59:52;0;Padahal seluruh dunia tahu permukaan air di pesisir jkt terus naik tp kalau reklamasi kan jd daratan tinggi;http://www.youtube.com/channel/UCJU_UWHfyw3ZlmObpbOGoGg
66;Sihombing tubuni boru Regar;Cuma onta yg gak suka Indonesia maju;UgwtO1umzCGoiXUB8p54AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwtO1umzCGoiXUB8p54AaABAg;2019-11-19 10:07:26;0;Cuma onta yg gak suka Indonesia maju;http://www.youtube.com/channel/UCeLGGhu3vsnwW37TOIR0yvw
67;sarviel f;Contoh dubai;Ugwg8gebnvzLcvcganF4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugwg8gebnvzLcvcganF4AaABAg;2019-11-15 21:28:21;0;Contoh dubai;http://www.youtube.com/channel/UCLONDRJ9GCBJp-9x-OUXm9w
68;Joedhy Kusuma;"Gue msh langsung terang""an aja dah, reklamasi cuma buat orang"" Berduit dan yg utama untuk org cina atau asing";UgwaP238KD0ywbfHNFB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwaP238KD0ywbfHNFB4AaABAg;2019-11-13 08:26:19;0;"Gue msh langsung terang""an aja dah, reklamasi cuma buat orang"" Berduit dan yg utama untuk org cina atau asing";http://www.youtube.com/channel/UCcUAa-CgIVoluZypPnpsmRQ
69;Neneng Sri Wulandari;Allah selalu melindungi Mu mas, selaunhati2 kerja di pulau Itu ,,, smngtt pejuang maharr;UgyO15aITdr7gYpaDN94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyO15aITdr7gYpaDN94AaABAg;2019-09-04 05:17:12;0;Allah selalu melindungi Mu mas, selaunhati2 kerja di pulau Itu ,,, smngtt pejuang maharr;http://www.youtube.com/channel/UCqdg40S11qMI50yH2l0tI2A
70;Yt Ber;Hancurkan pulau itu. Merugikan masyarakat;Ugx1Rjekt97a8h91L5N4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugx1Rjekt97a8h91L5N4AaABAg;2019-08-10 04:27:22;0;Hancurkan pulau itu. Merugikan masyarakat;http://www.youtube.com/channel/UC4h0NJnjzWtgTq_GQAwwOUA
71;Hakim TV;Lanjutkan reklamasi;UgwxMVEztV3OhtsjhAx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwxMVEztV3OhtsjhAx4AaABAg;2019-08-07 22:47:54;0;Lanjutkan reklamasi;http://www.youtube.com/channel/UCE3vxHx8eNNMa3VQqBb44UA
72;Ali Tomu;Negara sejuta kepentingan pribadi dan golongan sedangkan kepentingan masyarakat kurang di perhatikan;UgwXF7hQ5tFryMv4mKR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwXF7hQ5tFryMv4mKR4AaABAg;2019-08-01 04:33:02;0;Negara sejuta kepentingan pribadi dan golongan sedangkan kepentingan masyarakat kurang di perhatikan;http://www.youtube.com/channel/UClezXgQ2Lc3B-P9dx3ipt4g
73;Irfan Mohamad;dijawab dengan tegas dengan pemanfaatan sisa reklamasi tersebut https://www.youtube.com/watch?v=F_EJfe4bBSsab_channel=PandjiPragiwaksono;Ugx3pPYp8IlaKNL0QsR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugx3pPYp8IlaKNL0QsR4AaABAg;2019-07-27 08:05:46;0;dijawab dengan tegas dengan pemanfaatan sisa reklamasi tersebut https://www.youtube.com/watch?v=F_EJfe4bBSsab_channel=PandjiPragiwaksono;http://www.youtube.com/channel/UCDo1i0jum4VwNz5Zy5OEkTw
74;Yecki Finto;Reklamasi..??? Buat apa, kyk indonesia kekurangan daratan aja....;UgxgRtAs3ZleHLSrCoF4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxgRtAs3ZleHLSrCoF4AaABAg;2019-07-21 05:04:57;1;Reklamasi..??? Buat apa, kyk indonesia kekurangan daratan aja....;http://www.youtube.com/channel/UCDY3hVOuL1C0yCr4GXKvVZg
75;Reyhan Yudistira;terus solusi kepadatan di Jakarta apa menurut mu??.Pindah ibukota juga belum tentu bisa mengurangi angka kepadatan.Soalnya pusat perekonomian tetep di Jakarta.Trus sempet ada isu Bekasi  Depok gabung ke Jakarta itu juga belum tentu jadi solusi yang ampuh;UgxgRtAs3ZleHLSrCoF4AaABAg.8xd_yQVqQ9B93Mz1AtwSMG;Yecki Finto;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxgRtAs3ZleHLSrCoF4AaABAg.8xd_yQVqQ9B93Mz1AtwSMG;2020-01-04 07:37:21;0;terus solusi kepadatan di Jakarta apa menurut mu??.Pindah ibukota juga belum tentu bisa mengurangi angka kepadatan.Soalnya pusat perekonomian tetep di Jakarta.Trus sempet ada isu Bekasi  Depok gabung ke Jakarta itu juga belum tentu jadi solusi yang ampuh;http://www.youtube.com/channel/UCs0v9Jd3V_nNkPH_h3823iw
76;Pramudya ananta Gading putra;Trus fungsinya buat apa? Buat pamer ke negara lain? Sangat gk wajar hahaha!;UgzUiGG8C24YWC-yLUN4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzUiGG8C24YWC-yLUN4AaABAg;2019-07-18 06:40:28;0;Trus fungsinya buat apa? Buat pamer ke negara lain? Sangat gk wajar hahaha!;http://www.youtube.com/channel/UC4s76ROTrzY1v_bvb6jS8JA
77;ahmad iqbal taher;Kasihanilah para nelayan;UgyRxuFkD3S4caHR14t4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyRxuFkD3S4caHR14t4AaABAg;2019-07-15 01:11:32;0;Kasihanilah para nelayan;http://www.youtube.com/channel/UCB42DT2e4BMl6HPdjHp14CQ
78;Fahmi Muhlis;Kalau dibangunnya untuk kesejahteraan nelayan disana sih gak masalah. Tapi kalau dibangunnya buat orang2 kaya saja, berarti kampanye omong kosong;Ugzf0t2NmFvEScrs0vB4AaABAg;;2;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzf0t2NmFvEScrs0vB4AaABAg;2019-07-12 22:38:31;0;Kalau dibangunnya untuk kesejahteraan nelayan disana sih gak masalah. Tapi kalau dibangunnya buat orang2 kaya saja, berarti kampanye omong kosong;http://www.youtube.com/channel/UCPaI4IU3wmalNTvUTOzk2dA
79;Shanum Chanel;Persiapan unt asing,,stop unt asing,, serahkan ke pribumi,,, biar jd barokah,, serahkan ke pribumi yg pd gk punya tempat dgn gratis dn suruh buka usaha dagang, sayangkan pembeli asing bgtu untung unt primbumi kl ruko2 untuk asing pembeli pribumi ya keliru yg untung asing;UgwAyh_vVkCFTkuDegd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwAyh_vVkCFTkuDegd4AaABAg;2019-07-12 18:11:35;0;Persiapan unt asing,,stop unt asing,, serahkan ke pribumi,,, biar jd barokah,, serahkan ke pribumi yg pd gk punya tempat dgn gratis dn suruh buka usaha dagang, sayangkan pembeli asing bgtu untung unt primbumi kl ruko2 untuk asing pembeli pribumi ya keliru yg untung asing;http://www.youtube.com/channel/UCC03VAdwgSS7g1ty1sCBZ2Q
80;Adi Widayanto;Bikin negara dalam negara gtu ceritanya ????? Kedaulatan apa kabar Wkwk Wkwk Wkwk Sedayu group nih ye jagoan nye;UgwtqU6su9d3ZmjJb0F4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwtqU6su9d3ZmjJb0F4AaABAg;2019-07-06 02:19:46;0;Bikin negara dalam negara gtu ceritanya ????? Kedaulatan apa kabar Wkwk Wkwk Wkwk Sedayu group nih ye jagoan nye;http://www.youtube.com/channel/UCFeO8fH9r5wtjrJCMvDowAQ
81;David Wikalson;Reklamasi sebenarnya Bukan hal yang buruk,Banyak kok negara yang reklamasi kayak singapura,Kalo hanya Mikirin sebelah pihak,Emang banyak dampaknya.Tapi kan Yang di butuhkan keberlangsungan semua pihak bukan hanya sebegian kecil aja.kalo hanya mikirin nelayan,Gimana Dengan yang Tidak nelayan.... yang paling penting,Itu harus sesuai aturan . Kalo saya pribadi Sangat setuju adanya Reklamasi Apa lagi untuk jakarta yang sudah padat penduduknya,Saya rasa kalo banyak pulau reklamasi di jakarta,Saya yakin Macet di jakarta kisaran 30% teruraikan kalo di pulau reklamasinya dibangun tempat tempat yang Tepat.,;Ugy7vLYBa07g1L1k3L94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy7vLYBa07g1L1k3L94AaABAg;2019-07-03 18:41:35;0;Reklamasi sebenarnya Bukan hal yang buruk,Banyak kok negara yang reklamasi kayak singapura,Kalo hanya Mikirin sebelah pihak,Emang banyak dampaknya.Tapi kan Yang di butuhkan keberlangsungan semua pihak bukan hanya sebegian kecil aja.kalo hanya mikirin nelayan,Gimana Dengan yang Tidak nelayan.... yang paling penting,Itu harus sesuai aturan . Kalo saya pribadi Sangat setuju adanya Reklamasi Apa lagi untuk jakarta yang sudah padat penduduknya,Saya rasa kalo banyak pulau reklamasi di jakarta,Saya yakin Macet di jakarta kisaran 30% teruraikan kalo di pulau reklamasinya dibangun tempat tempat yang Tepat.,;http://www.youtube.com/channel/UCI3lztGEDwB9O-SHseEE2_A
82;Lukman Hakim;Tidak ada kata lain..., reklamasi harus dilanjutkan. Pen-stop-an reklamasi sekarang ini hanya menjadi perlambatan kemajuan saja !!!;UgxEDDPm0jfVuKH5bZB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxEDDPm0jfVuKH5bZB4AaABAg;2019-07-03 05:21:05;1;Tidak ada kata lain..., reklamasi harus dilanjutkan. Pen-stop-an reklamasi sekarang ini hanya menjadi perlambatan kemajuan saja !!!;http://www.youtube.com/channel/UCupC7a3nYMuYO1J6jBvTHfg
83;Fatah Ghani;moso;UgxEDDPm0jfVuKH5bZB4AaABAg.8wvGVp_B7Q49sCZBRJB0-Y;Lukman Hakim;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxEDDPm0jfVuKH5bZB4AaABAg.8wvGVp_B7Q49sCZBRJB0-Y;2023-07-15 18:42:54;0;moso;http://www.youtube.com/channel/UC5BS7D28bUm_zpJ3p28FNpA
84;Local Project;"dan sekarang IMB nya dikeluarin wkwkwk hadeh anies""";UgxuvkS-D3iTNlBBLtB4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxuvkS-D3iTNlBBLtB4AaABAg;2019-07-02 09:46:51;0;"dan sekarang IMB nya dikeluarin wkwkwk hadeh anies""";http://www.youtube.com/channel/UCzE-6P6HMvfKK1ob07HAZkw
85;Jdbdhd Bbdhdh;SEMUA AKAL NYA SI MATA SIPIT(china) kalau jadi ijin bakal hancur indonesia;UgzJklwl2pFg0V6p0iF4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzJklwl2pFg0V6p0iF4AaABAg;2019-07-01 19:08:45;0;SEMUA AKAL NYA SI MATA SIPIT(china) kalau jadi ijin bakal hancur indonesia;http://www.youtube.com/channel/UC21PpV2j9MpW5DiTbLm7W5Q
86;uus kusnadi;Kok bisa;UgzJ4G-79T1CnUOcDER4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzJ4G-79T1CnUOcDER4AaABAg;2019-06-17 05:20:25;0;Kok bisa;http://www.youtube.com/channel/UCQxhe3IZXoggDFzdALtficQ
87;Vijay Eka Persetiawan;Semoga baliku tak seperti ini;Ugwz-MlUxe1Pi-A_qFl4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugwz-MlUxe1Pi-A_qFl4AaABAg;2019-06-17 00:37:02;0;Semoga baliku tak seperti ini;http://www.youtube.com/channel/UCrGyQkHf7LqesU9JtflSZxA
88;Lili Yana;Bikin rumah susun aja 0 %.. Dari pada ingkar janji sm warga DKI..;UgwylSXzkH222nPN6nF4AaABAg;;2;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwylSXzkH222nPN6nF4AaABAg;2019-06-16 23:11:51;0;Bikin rumah susun aja 0 %.. Dari pada ingkar janji sm warga DKI..;http://www.youtube.com/channel/UCVGQXRNUjXH5GKg9wqPN8HQ
89;DIMAS PRRASETYO ALHASANI;Pangklan tni aja boss atau tempat wisata mungkin??? Cebong hanya bisa menghina;UgweAOtgzeC-CWTSz894AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgweAOtgzeC-CWTSz894AaABAg;2019-06-16 22:36:19;1;Pangklan tni aja boss atau tempat wisata mungkin??? Cebong hanya bisa menghina;http://www.youtube.com/channel/UCejEO8eUkqo5-mRAcQWpNBQ
90;Nawan_ MC;pikirkan nasib para nelayan bung;UgweAOtgzeC-CWTSz894AaABAg.8wGLT8btln58wILFgND4yq;DIMAS PRRASETYO ALHASANI;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgweAOtgzeC-CWTSz894AaABAg.8wGLT8btln58wILFgND4yq;2019-06-17 17:12:57;0;pikirkan nasib para nelayan bung;http://www.youtube.com/channel/UC58ZAAHpTYnsAbHGUwkp8OQ
91;Welcome 91;Biarkan Saja lha. Toh udh di sumpah ini waktu pelantikan. balasannya nya nanti ketika udh masuk liang Lahat...;Ugzm1vRVTTu6V5s8PIp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzm1vRVTTu6V5s8PIp4AaABAg;2019-06-14 15:31:26;0;Biarkan Saja lha. Toh udh di sumpah ini waktu pelantikan. balasannya nya nanti ketika udh masuk liang Lahat...;http://www.youtube.com/channel/UC2bZfPFY_WNbn0qAhq8-Mnw
